O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
11-3051.01,Quality Control Systems Managers,1.C.6,Independence,IM,Importance,4.06,17,0.14,3.76,4.37,N,08/2022,Incumbent
11-3051.01,Quality Control Systems Managers,1.C.7.a,Innovation,IM,Importance,3.57,17,0.24,3.05,4.09,N,08/2022,Incumbent
11-3051.01,Quality Control Systems Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.47,17,0.19,4.06,4.88,N,08/2022,Incumbent
11-3051.02,Geothermal Production Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.14,21,0.1,3.92,4.35,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.1.b,Persistence,IM,Importance,3.95,21,0.12,3.71,4.19,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.1.c,Initiative,IM,Importance,4.21,21,0.16,3.88,4.53,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.2.b,Leadership,IM,Importance,4.48,21,0.11,4.24,4.71,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.3.a,Cooperation,IM,Importance,4.29,21,0.12,4.05,4.54,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.3.b,Concern for Others,IM,Importance,4.06,21,0.15,3.75,4.37,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.3.c,Social Orientation,IM,Importance,3.81,21,0.19,3.42,4.2,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.4.a,Self-Control,IM,Importance,4.15,20,0.12,3.9,4.4,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.38,21,0.11,4.15,4.61,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.13,21,0.12,3.89,4.38,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.5.a,Dependability,IM,Importance,4.46,21,0.11,4.22,4.69,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.5.b,Attention to Detail,IM,Importance,4.41,21,0.16,4.07,4.75,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.5.c,Integrity,IM,Importance,4.57,21,0.08,4.4,4.73,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.6,Independence,IM,Importance,3.8,21,0.24,3.3,4.3,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.7.a,Innovation,IM,Importance,4.35,21,0.16,4.02,4.68,N,07/2011,Incumbent
11-3051.02,Geothermal Production Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.41,21,0.15,4.09,4.73,N,07/2011,Incumbent
11-3051.03,Biofuels Production Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.82,23,0.17,3.46,4.18,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.1.b,Persistence,IM,Importance,4,23,0.19,3.6,4.39,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.1.c,Initiative,IM,Importance,4.37,23,0.16,4.03,4.71,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.2.b,Leadership,IM,Importance,4.46,23,0.15,4.16,4.77,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.3.a,Cooperation,IM,Importance,4.15,23,0.13,3.87,4.43,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.3.b,Concern for Others,IM,Importance,3.66,23,0.2,3.24,4.07,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.3.c,Social Orientation,IM,Importance,3.28,23,0.24,2.79,3.77,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.4.a,Self-Control,IM,Importance,4.06,23,0.13,3.78,4.34,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.09,23,0.21,3.64,4.53,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.16,23,0.16,3.83,4.5,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.5.a,Dependability,IM,Importance,4.67,23,0.1,4.47,4.88,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.5.b,Attention to Detail,IM,Importance,4.52,23,0.15,4.21,4.84,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.5.c,Integrity,IM,Importance,4.32,23,0.17,3.97,4.68,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.6,Independence,IM,Importance,3.83,23,0.21,3.38,4.27,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.7.a,Innovation,IM,Importance,4.06,23,0.2,3.65,4.47,N,07/2016,Incumbent
11-3051.03,Biofuels Production Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.29,23,0.19,3.9,4.68,N,07/2016,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.16,21,0.17,3.8,4.53,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.1.b,Persistence,IM,Importance,3.98,21,0.2,3.56,4.41,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.1.c,Initiative,IM,Importance,4.33,21,0.16,4,4.65,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.2.b,Leadership,IM,Importance,4.2,21,0.3,3.58,4.81,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.3.a,Cooperation,IM,Importance,4.31,21,0.2,3.91,4.72,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.3.b,Concern for Others,IM,Importance,4.13,21,0.19,3.72,4.53,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.3.c,Social Orientation,IM,Importance,3,21,0.41,2.16,3.85,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.4.a,Self-Control,IM,Importance,4.03,21,0.03,3.97,4.08,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.62,21,0.16,4.29,4.95,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.02,21,0.13,3.75,4.28,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.5.a,Dependability,IM,Importance,4.36,21,0.16,4.03,4.68,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.5.b,Attention to Detail,IM,Importance,4.07,20,0.24,3.57,4.57,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.5.c,Integrity,IM,Importance,4.48,21,0.17,4.13,4.83,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.6,Independence,IM,Importance,3.92,21,0.16,3.59,4.25,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.7.a,Innovation,IM,Importance,3.51,21,0.27,2.95,4.08,N,08/2020,Incumbent
11-3051.04,Biomass Power Plant Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.08,21,0.22,3.63,4.53,N,08/2020,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.1.a,Achievement/Effort,IM,Importance,3.81,29,0.16,3.49,4.13,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.1.b,Persistence,IM,Importance,3.89,29,0.18,3.52,4.26,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.1.c,Initiative,IM,Importance,4.13,29,0.13,3.86,4.4,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.2.b,Leadership,IM,Importance,4.53,29,0.12,4.29,4.78,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.3.a,Cooperation,IM,Importance,4.2,27,0.1,4,4.41,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.3.b,Concern for Others,IM,Importance,3.58,27,0.17,3.22,3.94,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.3.c,Social Orientation,IM,Importance,3.12,27,0.18,2.76,3.48,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.4.a,Self-Control,IM,Importance,4.02,27,0.15,3.72,4.32,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.12,27,0.15,3.8,4.43,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.79,26,0.15,3.48,4.11,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.5.a,Dependability,IM,Importance,4.53,27,0.09,4.35,4.71,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.5.b,Attention to Detail,IM,Importance,4.47,27,0.09,4.29,4.65,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.5.c,Integrity,IM,Importance,4.34,29,0.12,4.09,4.59,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.6,Independence,IM,Importance,4.19,29,0.11,3.97,4.42,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.7.a,Innovation,IM,Importance,3.68,29,0.16,3.34,4.01,N,07/2016,Incumbent
11-3051.06,Hydroelectric Production Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.19,29,0.11,3.97,4.41,N,07/2016,Incumbent
11-3061.00,Purchasing Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.05,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.1.b,Persistence,IM,Importance,4,18,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.1.c,Initiative,IM,Importance,4.26,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.2.b,Leadership,IM,Importance,4.26,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.3.a,Cooperation,IM,Importance,4.53,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.3.b,Concern for Others,IM,Importance,3.89,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.3.c,Social Orientation,IM,Importance,3.53,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.4.a,Self-Control,IM,Importance,4.32,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.53,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.47,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.5.a,Dependability,IM,Importance,4.53,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.5.b,Attention to Detail,IM,Importance,4.74,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.5.c,Integrity,IM,Importance,4.84,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.6,Independence,IM,Importance,4.05,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.7.a,Innovation,IM,Importance,3.68,19,,,,,08/2023,Occupational Expert
11-3061.00,Purchasing Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.32,19,,,,,08/2023,Occupational Expert
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.1.a,Achievement/Effort,IM,Importance,3.9,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.1.b,Persistence,IM,Importance,4.07,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.1.c,Initiative,IM,Importance,4.21,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.2.b,Leadership,IM,Importance,4.41,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.3.a,Cooperation,IM,Importance,4.25,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.3.b,Concern for Others,IM,Importance,3.71,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.3.c,Social Orientation,IM,Importance,3.53,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.4.a,Self-Control,IM,Importance,4.25,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.4.b,Stress Tolerance,IM,Importance,4.4,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.4.c,Adaptability/Flexibility,IM,Importance,4.21,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.5.a,Dependability,IM,Importance,4.54,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.5.b,Attention to Detail,IM,Importance,4.28,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.5.c,Integrity,IM,Importance,4.5,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.6,Independence,IM,Importance,3.8,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.7.a,Innovation,IM,Importance,3.74,,,,,N,11/2020,Analyst - Transition
11-3071.00,"Transportation, Storage, and Distribution Managers",1.C.7.b,Analytical Thinking,IM,Importance,4.07,,,,,N,11/2020,Analyst - Transition
11-3071.04,Supply Chain Managers,1.C.1.a,Achievement/Effort,IM,Importance,4,20,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.1.b,Persistence,IM,Importance,4.1,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.1.c,Initiative,IM,Importance,4.24,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.2.b,Leadership,IM,Importance,4.52,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.3.a,Cooperation,IM,Importance,4.38,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.3.b,Concern for Others,IM,Importance,3.67,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.3.c,Social Orientation,IM,Importance,3.29,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.4.a,Self-Control,IM,Importance,3.95,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.19,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.14,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.5.a,Dependability,IM,Importance,4.3,20,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.5.b,Attention to Detail,IM,Importance,4.48,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.5.c,Integrity,IM,Importance,4.48,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.6,Independence,IM,Importance,3.71,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.7.a,Innovation,IM,Importance,3.9,21,,,,,07/2017,Occupational Expert
11-3071.04,Supply Chain Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.33,21,,,,,07/2017,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.05,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.1.b,Persistence,IM,Importance,4,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.1.c,Initiative,IM,Importance,4.38,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.2.b,Leadership,IM,Importance,4.29,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.3.a,Cooperation,IM,Importance,4.29,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.3.b,Concern for Others,IM,Importance,4.14,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.3.c,Social Orientation,IM,Importance,3.29,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.4.a,Self-Control,IM,Importance,3.81,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.14,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.24,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.5.a,Dependability,IM,Importance,4.48,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.5.b,Attention to Detail,IM,Importance,4.67,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.5.c,Integrity,IM,Importance,4.71,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.6,Independence,IM,Importance,3.57,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.7.a,Innovation,IM,Importance,3.33,21,,,,,08/2023,Occupational Expert
11-3111.00,Compensation and Benefits Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.24,21,,,,,08/2023,Occupational Expert
11-3121.00,Human Resources Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.08,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.1.b,Persistence,IM,Importance,4.38,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.1.c,Initiative,IM,Importance,4.54,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.2.b,Leadership,IM,Importance,4.62,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.3.a,Cooperation,IM,Importance,4.54,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.3.b,Concern for Others,IM,Importance,4.38,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.3.c,Social Orientation,IM,Importance,3.92,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.4.a,Self-Control,IM,Importance,4.71,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.5,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.33,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.5.a,Dependability,IM,Importance,4.58,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.5.b,Attention to Detail,IM,Importance,4.08,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.5.c,Integrity,IM,Importance,4.88,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.6,Independence,IM,Importance,3.79,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.7.a,Innovation,IM,Importance,3.58,24,,,,,08/2018,Occupational Expert
11-3121.00,Human Resources Managers,1.C.7.b,Analytical Thinking,IM,Importance,4.12,24,,,,,08/2018,Occupational Expert
11-3131.00,Training and Development Managers,1.C.1.a,Achievement/Effort,IM,Importance,4.22,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.1.b,Persistence,IM,Importance,4.11,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.1.c,Initiative,IM,Importance,4.59,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.2.b,Leadership,IM,Importance,4.63,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.3.a,Cooperation,IM,Importance,4.37,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.3.b,Concern for Others,IM,Importance,4.15,26,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.3.c,Social Orientation,IM,Importance,4.19,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.4.a,Self-Control,IM,Importance,4.41,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.4.b,Stress Tolerance,IM,Importance,4.19,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.52,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.5.a,Dependability,IM,Importance,4.56,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.5.b,Attention to Detail,IM,Importance,4.19,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.5.c,Integrity,IM,Importance,4.67,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.6,Independence,IM,Importance,3.65,26,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.7.a,Innovation,IM,Importance,3.67,27,,,,,07/2017,Occupational Expert
11-3131.00,Training and Development Managers,1.C.7.b,Analytical Thinking,IM,Importance,3.89,27,,,,,07/2017,Occupational Expert
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.1.a,Achievement/Effort,IM,Importance,3.97,,,,,N,11/2020,Analyst - Transition
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.1.b,Persistence,IM,Importance,4.08,,,,,N,11/2020,Analyst - Transition
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.1.c,Initiative,IM,Importance,4.21,,,,,N,11/2020,Analyst - Transition
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.2.b,Leadership,IM,Importance,4.18,,,,,N,11/2020,Analyst - Transition
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.3.a,Cooperation,IM,Importance,4.01,,,,,N,11/2020,Analyst - Transition
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.C.3.b,Concern for Others,IM,Importance,3.69,,,,,N,11/2020,Analyst - Transition
